event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Malignancies,SNOMEDCT_US,94655007,Secondary malignant neoplasm of upper outer quadrant of female breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94655007
Malignancies,SNOMEDCT_US,94656008,Secondary malignant neoplasm of upper respiratory tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94656008
Malignancies,SNOMEDCT_US,94657004,Secondary malignant neoplasm of upper third of esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94657004
Malignancies,SNOMEDCT_US,94658009,Secondary malignant neoplasm of urachus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94658009
Malignancies,SNOMEDCT_US,94659001,Secondary malignant neoplasm of ureter (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94659001
Malignancies,SNOMEDCT_US,94660006,Secondary malignant neoplasm of ureteric orifice of urinary bladder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94660006
Malignancies,SNOMEDCT_US,94661005,Secondary malignant neoplasm of urethra (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94661005
Malignancies,SNOMEDCT_US,94662003,Secondary malignant neoplasm of urinary bladder neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94662003
Malignancies,SNOMEDCT_US,94663008,Secondary malignant neoplasm of urinary system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94663008
Malignancies,SNOMEDCT_US,94664002,Secondary malignant neoplasm of uterine adnexa (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94664002
Malignancies,SNOMEDCT_US,94665001,Secondary malignant neoplasm of uterus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94665001
Malignancies,SNOMEDCT_US,94666000,Secondary malignant neoplasm of uveal tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94666000
Malignancies,SNOMEDCT_US,94667009,Secondary malignant neoplasm of uvula (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94667009
Malignancies,SNOMEDCT_US,94668004,Secondary malignant neoplasm of vagina (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94668004
Malignancies,SNOMEDCT_US,94669007,Secondary malignant neoplasm of vagus nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94669007
Malignancies,SNOMEDCT_US,94670008,Secondary malignant neoplasm of vallecula (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94670008
Malignancies,SNOMEDCT_US,94671007,Secondary malignant neoplasm of vas deferens (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94671007
Malignancies,SNOMEDCT_US,94672000,Secondary malignant neoplasm of ventral surface of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94672000
Malignancies,SNOMEDCT_US,94673005,Secondary malignant neoplasm of vermilion border of lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94673005
Malignancies,SNOMEDCT_US,94674004,Secondary malignant neoplasm of vermilion border of lower lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94674004
Malignancies,SNOMEDCT_US,94675003,Secondary malignant neoplasm of vermilion border of upper lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94675003
Malignancies,SNOMEDCT_US,94676002,Secondary malignant neoplasm of vestibule of mouth (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94676002
Malignancies,SNOMEDCT_US,94677006,Secondary malignant neoplasm of vestibule of nose (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94677006
Malignancies,SNOMEDCT_US,94678001,Secondary malignant neoplasm of visceral pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94678001
Malignancies,SNOMEDCT_US,94679009,Secondary malignant neoplasm of vocal cord (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94679009
Malignancies,SNOMEDCT_US,94680007,Secondary malignant neoplasm of vomer (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94680007
Malignancies,SNOMEDCT_US,94681006,Secondary malignant neoplasm of vulva (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94681006
Malignancies,SNOMEDCT_US,94682004,Secondary malignant neoplasm of Waldeyer-s ring (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94682004
Malignancies,SNOMEDCT_US,94683009,Secondary malignant neoplasm of zygomatic bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94683009
Malignancies,SNOMEDCT_US,94686001,Mixed cell type lymphosarcoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94686001
Malignancies,SNOMEDCT_US,94687005,Mixed cell type lymphosarcoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94687005
Malignancies,SNOMEDCT_US,94688000,Mixed cell type lymphosarcoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94688000
Malignancies,SNOMEDCT_US,94690004,Mixed cell type lymphosarcoma of lymph nodes of head- face- and neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94690004
Malignancies,SNOMEDCT_US,94704006,Multiple myeloma in remission (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94704006
Malignancies,SNOMEDCT_US,94707004,Mycosis fungoides of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94707004
Malignancies,SNOMEDCT_US,94708009,Mycosis fungoides of intrapelvic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94708009
Malignancies,SNOMEDCT_US,94709001,Mycosis fungoides of intrathoracic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94709001
Malignancies,SNOMEDCT_US,94710006,Mycosis fungoides of lymph nodes of axilla AND-OR upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94710006
Malignancies,SNOMEDCT_US,94711005,Mycosis fungoides of lymph nodes of head- face AND-OR neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94711005
Malignancies,SNOMEDCT_US,94712003,Mycosis fungoides of lymph nodes of inguinal region AND-OR lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94712003
Malignancies,SNOMEDCT_US,94714002,Mycosis fungoides of spleen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94714002
Malignancies,SNOMEDCT_US,94715001,Mycosis fungoides of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94715001
Malignancies,SNOMEDCT_US,94716000,Myeloid leukemia in remission (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94716000
Malignancies,SNOMEDCT_US,94718004,Myeloid sarcoma in remission (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94718004
Malignancies,SNOMEDCT_US,94719007,Myeloid sarcoma- disease (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94719007
Malignancies,SNOMEDCT_US,95186006,Nodular lymphoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95186006
Malignancies,SNOMEDCT_US,95187002,Nodular lymphoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95187002
Malignancies,SNOMEDCT_US,95188007,Nodular lymphoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95188007
Malignancies,SNOMEDCT_US,95192000,Nodular lymphoma of lymph nodes of multiple sites (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95192000
Malignancies,SNOMEDCT_US,95193005,Nodular lymphoma of spleen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95193005
Malignancies,SNOMEDCT_US,95194004,Nodular lymphoma of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95194004
Malignancies,SNOMEDCT_US,95209008,Plasma cell leukemia in remission (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95209008
Malignancies,SNOMEDCT_US,95210003,Plasma cell leukemia- disease (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95210003
Malignancies,SNOMEDCT_US,95214007,Primary malignant neoplasm of liver (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95214007
Malignancies,SNOMEDCT_US,95224004,Reticulosarcoma of intra-abdominal lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95224004
Malignancies,SNOMEDCT_US,95225003,Reticulosarcoma of intrapelvic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95225003
Malignancies,SNOMEDCT_US,95226002,Reticulosarcoma of intrathoracic lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95226002
Malignancies,SNOMEDCT_US,95230004,Reticulosarcoma of lymph nodes of multiple sites (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95230004
Malignancies,SNOMEDCT_US,95231000,Reticulosarcoma of spleen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95231000
Malignancies,SNOMEDCT_US,95260009,Sézary-s disease of lymph nodes of head- face AND-OR neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95260009
Malignancies,SNOMEDCT_US,95261008,Sézary-s disease of lymph nodes of inguinal region AND-OR lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95261008
Malignancies,SNOMEDCT_US,95263006,Sézary-s disease of spleen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95263006
Malignancies,SNOMEDCT_US,95264000,Sézary-s disease of extranodal AND-OR solid organ site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,95264000
Malignancies,SNOMEDCT_US,109264009,Overlapping malignant neoplasm of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109264009
Malignancies,SNOMEDCT_US,109267002,Overlapping malignant melanoma of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109267002
Malignancies,SNOMEDCT_US,109347009,Overlapping malignant neoplasm of bone and articular cartilage (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109347009
Malignancies,SNOMEDCT_US,109348004,Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109348004
Malignancies,SNOMEDCT_US,109349007,Overlapping malignant neoplasm of soft tissues (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109349007
Malignancies,SNOMEDCT_US,109356001,Primary malignant neoplasm of unspecified site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109356001
Malignancies,SNOMEDCT_US,109357005,Primary malignant neoplasm of ill-defined site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109357005
Malignancies,SNOMEDCT_US,109358000,Overlapping malignant neoplasm of ill-defined site (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109358000
Malignancies,SNOMEDCT_US,109359008,Primary malignant neoplasm of independent multiple sites (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109359008
Malignancies,SNOMEDCT_US,109366009,Overlapping malignant neoplasm of accessory sinuses (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109366009
Malignancies,SNOMEDCT_US,109367000,Overlapping malignant neoplasm of nasopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109367000
Malignancies,SNOMEDCT_US,109368005,Overlapping malignant neoplasm of hypopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109368005
Malignancies,SNOMEDCT_US,109369002,Overlapping malignant neoplasm of larynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109369002
Malignancies,SNOMEDCT_US,109370001,Primary malignant neoplasm of laryngeal cartilage (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109370001
Malignancies,SNOMEDCT_US,109371002,Overlapping malignant neoplasm of bronchus and lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109371002
Malignancies,SNOMEDCT_US,109374005,Overlapping malignant neoplasm of mediastinum and pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109374005
Malignancies,SNOMEDCT_US,109378008,Mesothelioma (malignant- clinical disorder) (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109378008
Malignancies,SNOMEDCT_US,109383000,Malignant mesothelioma of pericardium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109383000
Malignancies,SNOMEDCT_US,109384006,Overlapping malignant neoplasm of heart- mediastinum and pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109384006
Malignancies,SNOMEDCT_US,109385007,Kaposi-s sarcoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109385007
Malignancies,SNOMEDCT_US,109386008,Kaposi-s sarcoma of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109386008
Malignancies,SNOMEDCT_US,109388009,Kaposi-s sarcoma of palate (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109388009
Malignancies,SNOMEDCT_US,109389001,Kaposi-s sarcoma of gastrointestinal tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109389001
Malignancies,SNOMEDCT_US,109390005,Kaposi-s sarcoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109390005
Malignancies,SNOMEDCT_US,109391009,Kaposi-s sarcoma of lymph nodes (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109391009
Malignancies,SNOMEDCT_US,109392002,Kaposi-s sarcoma of multiple organs (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109392002
Malignancies,SNOMEDCT_US,109821008,Overlapping malignant neoplasm of gastrointestinal tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109821008
Malignancies,SNOMEDCT_US,109822001,Overlapping malignant neoplasm of lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109822001
Malignancies,SNOMEDCT_US,109823006,Overlapping malignant neoplasm of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109823006
Malignancies,SNOMEDCT_US,109824000,Overlapping malignant neoplasm of major salivary gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109824000
Malignancies,SNOMEDCT_US,109828002,Primary malignant neoplasm of salivary gland duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109828002
Malignancies,SNOMEDCT_US,109830000,Overlapping malignant neoplasm of floor of mouth (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109830000
Malignancies,SNOMEDCT_US,109831001,Overlapping malignant neoplasm of palate (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109831001
Malignancies,SNOMEDCT_US,109832008,Overlapping malignant neoplasm of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109832008
Malignancies,SNOMEDCT_US,109833003,Overlapping malignant neoplasm of lip- oral cavity and-or pharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109833003
Malignancies,SNOMEDCT_US,109834009,Primary malignant neoplasm of branchial cleft (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109834009
Malignancies,SNOMEDCT_US,109835005,Overlapping malignant neoplasm of esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109835005
Malignancies,SNOMEDCT_US,109836006,Overlapping malignant neoplasm of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109836006
Malignancies,SNOMEDCT_US,109837002,Overlapping malignant neoplasm of small intestine (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109837002
Malignancies,SNOMEDCT_US,109838007,Overlapping malignant neoplasm of colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109838007
Malignancies,SNOMEDCT_US,109839004,Overlapping malignant neoplasm of rectum- anus and anal canal (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109839004
Malignancies,SNOMEDCT_US,109840002,Primary malignant neoplasm of cloacogenic zone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109840002
Malignancies,SNOMEDCT_US,109841003,Liver cell carcinoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109841003
Malignancies,SNOMEDCT_US,109842005,Intrahepatic bile duct carcinoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109842005
Malignancies,SNOMEDCT_US,109843000,Hepatoblastoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109843000
Malignancies,SNOMEDCT_US,109844006,Angiosarcoma of liver (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109844006
Malignancies,SNOMEDCT_US,109847004,Overlapping malignant neoplasm of biliary tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109847004
Malignancies,SNOMEDCT_US,109848009,Overlapping malignant neoplasm of pancreas (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109848009
Malignancies,SNOMEDCT_US,109851002,Overlapping malignant neoplasm of retroperitoneum and peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109851002
Malignancies,SNOMEDCT_US,109853004,Malignant mesothelioma of peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109853004
Malignancies,SNOMEDCT_US,109854005,Malignant mesothelioma of parietal peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109854005
Malignancies,SNOMEDCT_US,109855006,Malignant mesothelioma of pelvic peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109855006
Malignancies,SNOMEDCT_US,109856007,Malignant mesothelioma of mesentery (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109856007
Malignancies,SNOMEDCT_US,109858008,Malignant mesothelioma of omentum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109858008
Malignancies,SNOMEDCT_US,109870007,Overlapping malignant neoplasm of urinary system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109870007
Malignancies,SNOMEDCT_US,109874003,Overlapping malignant neoplasm of male genital organs (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109874003
Malignancies,SNOMEDCT_US,109875002,Overlapping malignant neoplasm of penis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109875002
Malignancies,SNOMEDCT_US,109876001,Primary malignant neoplasm of descended testis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109876001
Malignancies,SNOMEDCT_US,109878000,Overlapping malignant neoplasm of female genital organs (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109878000
Malignancies,SNOMEDCT_US,109879008,Overlapping malignant neoplasm of body of uterus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109879008
Malignancies,SNOMEDCT_US,109880006,Overlapping malignant neoplasm of uterine cervix (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109880006
Malignancies,SNOMEDCT_US,109882003,Primary malignant neoplasm of fundus uteri (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109882003
Malignancies,SNOMEDCT_US,109885001,Overlapping malignant neoplasm of vulva (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109885001
Malignancies,SNOMEDCT_US,109886000,Overlapping malignant neoplasm of female breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109886000
Malignancies,SNOMEDCT_US,109887009,Overlapping malignant neoplasm of male breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109887009
Malignancies,SNOMEDCT_US,109911004,Overlapping malignant neoplasm of brain and other parts of the central nervous system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109911004
Malignancies,SNOMEDCT_US,109912006,Overlapping malignant neoplasm of brain (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109912006
Malignancies,SNOMEDCT_US,109915008,Primary malignant neoplasm of meninges (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109915008
Malignancies,SNOMEDCT_US,109918005,Primary malignant neoplasm of peripheral nerves and peripheral autonomic nervous system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109918005
Malignancies,SNOMEDCT_US,109919002,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109919002
Malignancies,SNOMEDCT_US,109921007,Primary malignant neoplasm of peripheral nerve of head- face and-or neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109921007
Malignancies,SNOMEDCT_US,109923005,Primary malignant neoplasm of peripheral nerves of head (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109923005
Malignancies,SNOMEDCT_US,109925003,Primary malignant neoplasm of peripheral nerves of face (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109925003
Malignancies,SNOMEDCT_US,109927006,Primary malignant neoplasm of peripheral nerves of neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109927006
Malignancies,SNOMEDCT_US,109931000,Primary malignant neoplasm of peripheral nerves of upper limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109931000
Malignancies,SNOMEDCT_US,109933002,Primary malignant neoplasm of peripheral nerves of shoulder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109933002
Malignancies,SNOMEDCT_US,109937001,Primary malignant neoplasm of peripheral nerves of lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109937001
Malignancies,SNOMEDCT_US,109939003,Primary malignant neoplasm of peripheral nerves of hip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109939003
Malignancies,SNOMEDCT_US,109941002,Primary malignant neoplasm of peripheral nerves of thorax (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109941002
Malignancies,SNOMEDCT_US,109943004,Primary malignant neoplasm of peripheral nerves of abdomen (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,109943004
